App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Trap Run 3D,com.BentArrow.TrapRun3D,Casual,0.0,0,5+,5,7,True,0,USD,19M,4.4 and up,Bent Arrow,,bentarrowgames@gmail.com,"Feb 7, 2020","Feb 08, 2020",Everyone,https://github.com/skillitronic/Bent-Arrow-Privacy-Policy/blob/master/TrapRun3dPrivacyPolicy,True,False,False,2021-06-16 12:47:58
GiGi,vn.com.gigi,Shopping,0.0,0,500+,500,701,True,0,USD,13M,4.1 and up,Cashless CO,https://cashless.vn/,hopeevn@gmail.com,"Dec 9, 2019","May 20, 2020",Teen,https://cashless.vn/,False,False,False,2021-06-16 12:47:58
Cuyahoga Falls News Press eEdition,com.cuyahogafallsnewspress.android.prod,News & Magazines,0.0,0,50+,50,99,True,0,USD,Varies with device,4.4 and up,"GateHouse Media, LLC",http://www.gatehousemedia.com,dnsadmin@gatehousemedia.com,"Sep 7, 2017","May 05, 2021",Everyone 10+,http://cuyahogafallsnewspress.oh.newsmemory.com/policy.php?code=google,True,False,False,2021-06-16 12:47:58
負氫離子水~霸天系統_ 沈玉如,com.B_0007,Business,0.0,0,5+,5,7,True,0,USD,13M,4.1 and up,BATIAn,,2e7022@gmail.com,"Jan 13, 2019","Jan 13, 2019",Everyone,https://2e7022.wixsite.com/play,False,False,False,2021-06-16 12:47:58
YES Taxi driver,com.goodfms7.driver,Auto & Vehicles,0.0,0,100+,100,112,True,0,USD,45M,5.0 and up,KATR.me,,gelentvagen888@gmail.com,"Feb 10, 2020","Jun 08, 2021",Everyone,https://www.gootax.pro/files/confidential_client.pdf,False,False,False,2021-06-16 12:47:58
Fludlight,com.houseofhighfives.fludlight,Tools,3.9,868,"50,000+",50000,92953,True,0,USD,2.9M,4.0.3 and up,"House of High Fives, LLC",http://www.fludlight.com,apps@houseofhighfives.com,"Feb 6, 2014","Mar 16, 2018",Everyone,http://fludlight.com/tos.html,True,False,False,2021-06-16 12:47:58
Jumping Huge Box,com.jumbingblackcube.sara,Arcade,0.0,0,1+,1,2,True,0,USD,5.2M,4.1 and up,Sarateam,https://bdb37a9d4.app-ads-txt.com,saraalia.re@gmail.com,"Dec 24, 2020","Jan 25, 2021",Everyone,,True,False,False,2021-06-16 12:47:58
Radio Poland – Radio Poland FM + Polish DAB Radio,app.radio.polska,Music & Audio,4.0,15,"1,000+",1000,1139,True,0,USD,9.5M,4.2 and up,"AppOne - Radio FM AM, Radio Online, Music and News",https://apponeandroid.blogspot.com/,auria_9090_peru@yahoo.com,"Jul 15, 2018","Aug 09, 2020",Teen,http://apponeandroid.blogspot.com/2017/02/politicas-privacidad-apps-google-play.html,True,False,False,2021-06-16 12:47:59
Ketabk,com.wesa.Ketabak,Books & Reference,0.0,0,50+,50,81,True,0,USD,31M,4.0.3 and up,WESACO.,http://ketabk.com,App@ketabk.com,"Jul 21, 2019","Dec 01, 2019",Everyone,https://app.flycricket.com/app/1e8a5c8fda85410eb7f52b8cc6f27745/privacy,False,False,False,2021-06-16 12:47:59
Best Spanish Food Recipes,gudev.easy.spanishfoodrecipes,Food & Drink,0.0,0,"1,000+",1000,1595,True,0,USD,9.2M,4.1 and up,Hasyim Developer,https://hasyimdev.blogspot.com/,karunialiu@gmail.com,"May 2, 2017","Nov 05, 2020",Everyone,https://hasyimdev.blogspot.com/p/privacy-policy.html,True,False,False,2021-06-16 12:47:59
RSUHAJISBY,appinventor.ai_arwintar.RSHAJISBY,Health & Fitness,3.7,101,"5,000+",5000,8717,True,0,USD,3.1M,2.1 and up,arwintar,http://rsuhaji.jatimprov.go.id,arwintar@gmail.com,"Aug 19, 2018","Aug 30, 2019",Everyone,,False,False,False,2021-06-16 12:47:59
Můj fotbal,cz.fotbal.mujfotbal,Sports,4.2,3050,"100,000+",100000,318340,True,0,USD,6.7M,4.0.3 and up,Fotbalová asociace ČR,http://www.fotbal.cz,revoluce@fotbal.cz,"Apr 15, 2016","Dec 20, 2019",Teen,,False,False,False,2021-06-16 12:47:59
TERRATEST,de.terratest.terratestapp,Tools,4.2,17,"1,000+",1000,2446,True,0,USD,6.1M,6.0 and up,Terratest gmbh,https://www.terratest.de/,info@terratest.de,"Mar 14, 2017","Dec 19, 2019",Everyone,,False,False,False,2021-06-16 12:47:59
Chicken Dash,irealitysoft.android.chickendash,Arcade,0.0,0,500+,500,758,True,0,USD,3.6M,4.1 and up,i-Realitysoft,https://www.i-realitysoft.com/,support@i-realitysoft.com,"Nov 24, 2019","Nov 25, 2019",Everyone,https://www.i-realitysoft.com/privacy,True,False,False,2021-06-16 12:47:59
Radio Superior Quillabamba,com.ancashserver.radiosuperiorquillabamba,Music & Audio,0.0,0,100+,100,428,True,0,USD,5.8M,4.1 and up,Live Streaming Mundial,https://ancashserver.com,ancashserver@gmail.com,"Mar 4, 2020","Mar 05, 2020",Everyone,https://ancashserver.com/privacidad/,False,False,False,2021-06-16 12:47:59
BONX WORK,co.bonx.b4b,Business,0.0,0,"1,000+",1000,2934,True,0,USD,29M,4.3 and up,"BONX, INC.",https://bonx.co.jp/,info@bonx.co.jp,"Feb 28, 2018","Apr 28, 2021",Everyone,https://bonx.co.jp/privacy/,False,False,False,2021-06-16 12:47:59
FESGO Viajes,com.visitaecuador.fesgo,Travel & Local,0.0,0,10+,10,19,True,0,USD,11M,4.4 and up,Aracno Cia. Ltda,https://www.visitaecuador.com/,desarrollo@visitaecuador.com,"Jun 17, 2019","Jun 18, 2019",Everyone,https://www.visitaecuador.com/,False,False,False,2021-06-16 12:47:59
CG-MandiBhaw APP,com.nic.mandibhav,Tools,2.6,53,"10,000+",10000,11032,True,0,USD,2.4M,2.2 and up,NIC eGov Mobile Apps,,lokesh.khade@nic.in,"Aug 8, 2018","Aug 09, 2018",Everyone,http://agriportal.cg.nic.in/samb/,False,False,False,2021-06-16 12:47:59
Woodbine Modern School,parentsalarm.woodbine.modern.school.gangasagar.allalpatti.darbhanga.bihar,Education,3.5,125,"1,000+",1000,2769,True,0,USD,2.8M,4.1 and up,Parentsalarm.com,https://www.parentsalarm.com/,info@parentsalarm.com,"May 6, 2020","Aug 16, 2020",Everyone,https://www.parentsalarm.com/privacy-policy.html,False,False,False,2021-06-16 12:47:59
Pea DSS,in.cipt.peadss,Education,4.5,6,"1,000+",1000,2462,True,0,USD,4.3M,4.1 and up,CIPT (Parm Chouhan),http://www.cipt.in,parm1027@gmail.com,"Jan 27, 2016","Jun 24, 2017",Everyone,http://cipt.in/cipt-privacy-policy.html,True,False,False,2021-06-16 12:47:59
Theme for Vivo U20,com.casagbic.awk2k20.vivou2owallpaper,Personalization,0.0,0,"1,000+",1000,1299,True,0,USD,10M,4.4 and up,Themey Launcher HD 2k20,,awk2k20@gmail.com,"Feb 21, 2020","May 01, 2021",Everyone,https://docs.google.com/document/d/e/2PACX-1vTtXvcdA5nyHpEO37ElhPAT4UAZcTod7ztaMdFismnFBz3g43g36NluRVHDxmAxV8LDdjr4VyLj9Qx7/pub,True,False,False,2021-06-16 12:47:59
Income Tax Calculator for Individuals,com.taxbharat.itcalc,Finance,4.3,30,"1,000+",1000,4924,True,0,USD,5.3M,5.0 and up,Tax Bharat,,taxbharat.y@gmail.com,"Jul 15, 2020","Dec 19, 2020",Everyone,https://sites.google.com/view/income-tax-calculator--privacy/home,True,False,False,2021-06-16 12:47:59
Flowdia Diagrams,com.bezapps.flowdia,Productivity,4.0,175,"5,000+",5000,6760,False,9.99,USD,Varies with device,4.4 and up,BEZAPPS,http://www.bezapps.com/,flowdia.help@gmail.com,"Apr 28, 2016","May 23, 2020",Everyone,http://www.bezapps.com/privacy.html,False,False,False,2021-06-16 12:47:59
France Wallpapers HD,com.wallpapersworld.france,Travel & Local,0.0,0,100+,100,128,True,0,USD,2.6M,4.4W and up,Wallpaper New World,,a.bataenah78@gmail.com,"Nov 10, 2018","Sep 18, 2020",Everyone,http://standardsi.com/wallpapers/policy.html,True,False,False,2021-06-16 12:47:59
Smile Journal,com.smilejournal.smilejournalmag,Medical,0.0,0,100+,100,194,True,0,USD,52M,7.0 and up,MediMay Communication Srl,http://www.medimay.it,medimaycommunication@gmail.com,"Mar 15, 2018","Feb 12, 2021",Everyone,http://www.smilejournal.it/informativa-sulla-privacy,False,False,False,2021-06-16 12:47:59
OneViewX Data Manager App,com.OneviewxSmart,Medical,0.0,0,100+,100,134,True,0,USD,5.2M,4.0.3 and up,OneViewX,http://www.sparkbio.it/oneviewx,support@sparkbio.it,"Jul 14, 2016","Oct 05, 2016",Everyone,,False,False,False,2021-06-16 12:47:59
LGBT+,com.dinosoftlabs.lgbtplus,Social,0.0,0,50+,50,65,True,0,USD,8.4M,5.0 and up,Justify Digital LTD,,justifydigital@gmail.com,"May 12, 2020","May 12, 2020",Teen,https://www.hoodiesformen.co.uk/privacy-policy,True,False,False,2021-06-16 12:47:59
Bolt Laundry Service,me.controlpanel.android5e26f8da0354c,Business,0.0,0,100+,100,215,True,0,USD,11M,4.4 and up,Bolt Laundry Service,https://boltlaundry.com/,Info@boltlaundry.com,"Jan 21, 2020","Jan 21, 2020",Everyone,https://boltlaundry.com/wpautoterms/privacy-policy/,False,False,False,2021-06-16 12:47:59
Cole Carriers,com.coleintl.pars,Business,3.7,7,"1,000+",1000,2631,True,0,USD,2.2M,4.0.3 and up,Cole International Inc,http://cole.ca,rick.talbot@cole.ca,"Jul 21, 2014","Jan 08, 2021",Everyone,http://www.coleintl.com/cole-legal.php#privacy,False,False,False,2021-06-16 12:48:00
Ẩm Thực Việt - Smile Studio,com.smile.studio.amthucviet,Food & Drink,4.3,6,"1,000+",1000,1588,True,0,USD,7.8M,5.0 and up,Pham Quang Long,,longquangpham@gmail.com,"Oct 2, 2016","May 31, 2021",Everyone,http://104.196.54.181:9936/policy,True,False,False,2021-06-16 12:48:00
Mitosis,com.Lethandralis.Mitosis,Arcade,4.6,7,100+,100,310,True,0,USD,16M,4.1 and up,Lethandralis,,lethandralisgames@gmail.com,"Aug 14, 2019","Aug 19, 2019",Everyone,https://docs.google.com/document/d/1GFCmT64Hs8TiosXErmBX8QB5JleuY2xQdD7owZ3_BH4/edit?usp=sharing,True,False,False,2021-06-16 12:48:00
Lazy - Cleaning Services,lazy.com.lazycustomersg,Lifestyle,4.9,54,500+,500,570,True,0,USD,11M,4.4 and up,Lazy Limited,https://www.lazy.com.sg/,sales@lazy.com.hk,,"May 14, 2020",Everyone,https://www.lazy.com.sg/privacy,False,False,False,2021-06-16 12:48:00
Kata Kata Pintar,id.beatstudios.katakatapintar,Video Players & Editors,4.3,1214,"100,000+",100000,209615,True,0,USD,4.8M,4.0.3 and up,Beat Studios,,rohmadshendro@gmail.com,"Dec 2, 2015","Mar 10, 2017",Everyone,https://docs.google.com/document/d/1hr4rxFtCI4uz-onUDqcodw3v2KzfyqarocV4c2yMBho/edit?usp=sharing,True,False,False,2021-06-16 12:48:00
United Philanthropy Forum,com.swapcard.apps.android.unitedphilforum,Business,0.0,0,10+,10,18,True,0,USD,89M,5.0 and up,Swapcard,https://www.unitedphilforum.org/,charlesb@swapcard.com,"Jun 29, 2020","Mar 12, 2021",Teen,https://www.swapcard.com/privacy-policy/,False,False,False,2021-06-16 12:48:00
LEGO® Star Wars™: TFA,com.wb.goog.legoswtfa,Adventure,3.9,249287,"10,000,000+",10000000,16529480,True,0,USD,8.7M,5.0 and up,Warner Bros. International Enterprises,http://www.lego.com/en-us/starwars/games/videogame,support@wbgames.com,"Jul 27, 2016","Apr 01, 2020",Everyone 10+,https://policies.warnerbros.com/privacy/,False,True,False,2021-06-16 12:48:00
kamean rieder hero piano tiles,com.New.Piano.Tiles.kamen.rider,Music,4.0,289,"50,000+",50000,61413,True,0,USD,37M,4.2 and up,caisoki,,trigunawanwawann10@gmail.com,"Dec 2, 2019","Dec 02, 2019",Everyone,https://docs.google.com/document/d/1FHVjre2V3VNXRXpQLagD56d8lTUJdoZ2cv4MDCCFalw/edit?usp=sharing,True,False,False,2021-06-16 12:48:00
Dr Brij Mohan - Patient Education,com.clevelandehealth.app.drbrijmohan,Medical,0.0,0,10+,10,19,True,0,USD,22M,4.1 and up,Cleveland eHealth,,editors@clevelandehealth.com,"May 9, 2019","May 09, 2019",Everyone,,False,False,False,2021-06-16 12:48:00
Demolition Derby Arena,com.gamemavericks.demolitionderby,Racing,4.2,126,"10,000+",10000,19173,True,0,USD,56M,2.3.3 and up,Game Mavericks,http://gamemavericks.com,support@gamemavericks.com,"Apr 6, 2017","Apr 22, 2017",Teen,http://gamemavericks.com/privacy/,True,False,False,2021-06-16 12:48:00
Indian History Telugu Medium,com.madan.indianhistory_appsc,Education,3.8,761,"100,000+",100000,171989,True,0,USD,4.4M,4.0 and up,Mlearnapps,http://freeeduapps.com/,madan.developer@gmail.com,"May 4, 2016","May 04, 2016",Everyone,,True,False,False,2021-06-16 12:48:00
Fingerprint Gestures,com.superthomaslab.fingerprintgestures,Tools,2.9,562,"1,000,000+",1000000,1877647,True,0,USD,4.0M,5.0 and up,Hue Essentials,https://sites.google.com/view/superthomaslab/fingerprint-gestures,superthomaslabmail@gmail.com,"Nov 5, 2016","Feb 03, 2018",Everyone,https://sites.google.com/view/superthomaslab/about/privacy-policy,True,True,False,2021-06-16 12:48:00
Hisbah.net,com.hisbah.app,News & Magazines,5.0,11,100+,100,202,True,0,USD,4.7M,4.2 and up,Yayasan Al-Hisbah,https://www.hisbah.net/,mantulmantap05@gmail.com,"Apr 14, 2019","Apr 15, 2019",Everyone,http://www.hisbah.net/redaksi,True,False,False,2021-06-16 12:48:00
APSFL Operators,com.dreamstep.apfsl,Business,4.1,422,"10,000+",10000,38518,True,0,USD,15M,4.4 and up,APSFL,,support@dreamstep.in,"Mar 31, 2020","Dec 28, 2020",Everyone,http://dreamstep.in,False,False,False,2021-06-16 12:48:00
Scary Sounds,com.appshero.scarysounds,Entertainment,0.0,0,100+,100,385,True,0,USD,37M,4.0 and up,Apps Hero,,hadyramesh@gmail.com,"May 12, 2017","May 14, 2018",Teen,https://appshero.wordpress.com/,True,False,False,2021-06-16 12:48:00
Sri Lanka Hospitals,io.ionic.prog5ea4bfcb3f3f5c44e3e5fc9b,Medical,0.0,0,100+,100,111,True,0,USD,5.3M,4.4 and up,Web Browser pro,https://dashboard.appmaker.lk/app/dashboard,dkavidu414@gmail.com,"Apr 28, 2020","Apr 28, 2020",Everyone,https://docs.google.com/document/d/e/2PACX-1vRWBC9kfrlJuzgQP5n7A9pKu7AV4-qUhoQNxFSiDq4L8sEqeM5plSlt87xUjU4mlLMOQpfxTdINLXI3/pub,False,False,False,2021-06-16 12:48:00
Branch Monster Factory,io.branch.branchster,Entertainment,3.3,64,"10,000+",10000,11311,True,0,USD,7.3M,4.1 and up,Branch Metrics,http://branch.io,engineering@branch.io,"Apr 3, 2015","Nov 27, 2019",Everyone,https://branch.io/privacy_policy/,False,False,False,2021-06-16 12:48:00
Varroa-App,e.chris.varroaapp,Business,3.9,75,"5,000+",5000,7383,True,0,USD,9.2M,4.4 and up,Landwirtschaftliche Lehranstalten Triesdorf,https://www.varroa-app.de,info@varroa-app.de,"May 13, 2019","May 07, 2021",Everyone,http://www.varroa-app.de/datenschutzerklaerung/_datenschutzerklaerung_varroa-app.html,False,False,False,2021-06-16 12:48:01
Spesa Memory,appinventor.ai_jpellorca.Lista,Productivity,0.0,0,5+,5,5,True,0,USD,3.2M,2.1 and up,jampier pellorca,,jpellorca@hotmail.com,"Feb 3, 2020","Feb 06, 2020",Everyone,,False,False,False,2021-06-16 12:48:01
Contacts,com.yilmazgokhan.contact,Communication,0.0,0,"1,000+",1000,1070,True,0,USD,1.7M,4.4 and up,Gökhan YILMAZ,https://github.com/yilmazgokhan/Android-MVP-RecyclerView-Retrofit,yilmaz_gokhan@yahoo.com,"Aug 31, 2019","Aug 31, 2019",Everyone,https://docs.google.com/document/d/1UrUYQjRczGOcljbMMDdXimpTllDEsIMtwzesgSs9Ifg/edit?usp=sharing,False,False,False,2021-06-16 12:48:01
InfinMobile,com.lexaat22.infinmobile,Business,3.7,123,"10,000+",10000,49557,True,0,USD,4.0M,4.0.3 and up,InfinBANK,http://infinbank.com,admin@infinbank.com,"Dec 6, 2017","Mar 10, 2018",Everyone,http://infinbank.com,False,False,False,2021-06-16 12:48:01
Arabulucu Ücret Hesaplama,com.sevimlicarsi.arabulucu_ucret_hesaplama,Tools,0.0,0,5+,5,5,False,3.99,USD,5.2M,8.0 and up,EtestMerkezi,http://www.etestmerkezi.com,info@etestmerkezi.com,"Dec 1, 2018","Nov 11, 2020",Everyone,https://etestmerkezi.com/gizlilik-politikasi.html,True,False,False,2021-06-16 12:48:01
IFT’s Annual Event & Food Expo,com.coreapps.android.followme.ift_annual,Books & Reference,0.0,0,"1,000+",1000,1589,True,0,USD,35M,4.3 and up,Core-apps,http://core-apps.com/,support+android@core-apps.com,"Feb 28, 2019","May 29, 2019",Everyone,https://m.core-apps.com/ift19/privacyPolicy,True,False,False,2021-06-16 12:48:01
Elfster: Secret Santa & Shareable Wish List App,com.elfster.elfdroid,Shopping,4.5,2953,"100,000+",100000,426358,True,0,USD,Varies with device,Varies with device,Elfster,https://www.elfster.com,help@elfster.com,"Oct 30, 2015","Jun 01, 2021",Everyone,https://www.elfster.com/privacy/,False,False,False,2021-06-16 12:48:01
Far Away Entertainment,com.retrieversoftware.faraway,Entertainment,0.0,0,100+,100,176,True,0,USD,8.1M,5.0 and up,Retriever Solutions,https://www.retrieversolutionsinc.com,thaman@rsi.co,"May 15, 2019","Dec 29, 2020",Everyone,https://plugin.retrieverapi.com/app/2936620/tos,False,False,False,2021-06-16 12:48:01
Green Wallpapers,revenge.livewp.green,Personalization,3.4,24,"5,000+",5000,5385,True,0,USD,3.8M,4.4 and up,Revenge Solution,,revengesolution786@gmail.com,"Aug 13, 2015","Mar 08, 2020",Everyone,https://revengesolutionprivacypolicy.blogspot.com/,True,False,False,2021-06-16 12:48:01
Tp-Link Setup Page,com.arafatgazi41.Tp_Link,Tools,3.5,179,"10,000+",10000,35778,True,0,USD,3.6M,5.0 and up,Zoom tech,https://t20813152.app-ads-txt.com,arafatgazitk@gmail.com,"Jun 14, 2019","Feb 02, 2021",Everyone,https://t.co/s9g5HyDqTL,True,False,False,2021-06-16 12:48:01
Russian Malay Translate,xwinfotec.russianmalaytranslate,Books & Reference,0.0,0,50+,50,87,True,0,USD,4.5M,5.0 and up,xw infotec,http://xwinfotec.com,piyushmakwana3666@gmail.com,"Dec 3, 2016","Mar 17, 2021",Everyone,https://sites.google.com/site/xwinfotecprivacypolicy/,True,False,False,2021-06-16 12:48:01
Reel Health,com.virtualmasons.reelhealth,Productivity,3.0,12,"1,000+",1000,4105,True,0,USD,2.0M,6.0 and up,Virtual Masons LLC,https://reelhealth.com/,info@virtualmasons.com,"Jul 29, 2020","Nov 20, 2020",Everyone,https://reelhealth.com/terms/,False,False,False,2021-06-16 12:48:01
Bridgeman Baptist Church,com.tithely.app.c39498,Lifestyle,0.0,0,100+,100,141,True,0,USD,14M,5.0 and up,Bridgeman Baptist Community Church,,office@bridgeman.org.au,"Aug 30, 2019","Oct 18, 2019",Everyone,http://get.tithe.ly/privacy-policy/,False,False,False,2021-06-16 12:48:01
Move My Day,interactivesystems.movemyday,Health & Fitness,3.9,48,"5,000+",5000,5386,True,0,USD,1.4M,4.1 and up,University of Duisburg-Essen / Interactive Systems,http://movemyday.interactivesystems.info,movemyday@interactivesystems.info,"Mar 4, 2015","Apr 03, 2016",Everyone,http://movemyday.interactivesystems.info/faq.html,False,False,False,2021-06-16 12:48:01
"São Francisco de Paula. 104,9 FM  - Aratuba/CE",geradordeplayer.com.saofranciscodepaula,Music & Audio,0.0,0,100+,100,286,True,0,USD,4.8M,4.1 and up,NataNet,http://104fmaratuba.com/,suporte@geradordeplayer.com,"May 3, 2015","Oct 14, 2018",Everyone,https://www.geradordeplayer.com/termos-de-uso-e-condicoes-gerais-do-servicos-disponibilizados-pelo-site-gerador-de-player/,True,False,False,2021-06-16 12:48:01
حالاتك مسجات,com.abdo.app.halatkz,Social,4.7,51,"1,000+",1000,2657,True,0,USD,3.9M,4.1 and up,abdorx,,abdalrhmaan.abd2@gmail.com,"Jul 15, 2019","Mar 09, 2021",Teen,,True,False,False,2021-06-16 12:48:01
MICE Awards 20,com.kreator.miceawards,Business,0.0,0,10+,10,35,True,0,USD,10M,4.1 and up,Kreatör,,burakkesepara@gmail.com,"Nov 6, 2019","Nov 27, 2019",Everyone,https://kreator.com.tr,False,False,False,2021-06-16 12:48:01
Chikara Bar,com.rubeacon.chikarabar,Food & Drink,0.0,0,"1,000+",1000,3808,True,0,USD,12M,4.1 and up,ru-beacon,http://ru-beacon.ru/,team@ru-beacon.ru,"Jul 9, 2015","Sep 21, 2018",Everyone,http://chikarabar.1.doubleb-automation-production.appspot.com/docs/licence_agreement.html,False,False,False,2021-06-16 12:48:01
MAGIC RADIO SHOW,magic.radioshow,Music & Audio,5.0,16,50+,50,59,True,0,USD,8.4M,4.4 and up,E-Commer's On,https://instagram.com/e_commers_on?igshid=b5190fxpsc0p,Info@e-commerson.shop,"Feb 27, 2021","Jun 15, 2021",Everyone,http://www.e-droid.net/privacy.php?ida=1299305&idl=en,True,False,False,2021-06-16 12:48:01
Boy Party Wear Sherwani Suits,com.appsdevice.partywearboysherwanisuits,Photography,0.0,0,"1,000+",1000,1888,True,0,USD,7.7M,4.4 and up,Apps Device,https://appsdevice1.blogspot.com/,mediamyapps@gmail.com,"Apr 2, 2020","Jun 22, 2020",Everyone,https://appsdevice1.blogspot.com/p/privacy-policy.html,True,False,False,2021-06-16 12:48:01
MRD Mobile,io.mrd.mrdmobile,News & Magazines,0.0,0,10+,10,10,True,0,USD,19M,7.0 and up,Ministry of Rural Development,https://www.mrd.gov.kh,bunthoeurn.daung@mrd.gov.kh,"May 1, 2021","May 07, 2021",Everyone,https://www.mrd.gov.kh/privacy-policy/,False,False,False,2021-06-16 12:48:01
National Airspace Sys. Stat LT,appinventor.ai_jpllabs.ATCSCC_LT,Maps & Navigation,4.5,12,"1,000+",1000,3282,True,0,USD,5.7M,4.0 and up,desertbreezeapps,http://www.desertbreezeapps.com,jpllabs@gmail.com,"Apr 30, 2015","Sep 15, 2018",Everyone,,False,False,False,2021-06-16 12:48:02
True Odds Sports,com.danish.trueoddssports,Sports,0.0,0,50+,50,80,True,0,USD,1.3M,4.4 and up,High Edge Sports Group,https://www.trueoddssports.com/,support@trueoddssports.com,"Jun 26, 2019","Jun 26, 2019",Everyone,,False,False,False,2021-06-16 12:48:02
السوابق القضائية السودانية,com.jurisprudence,Books & Reference,4.6,264,"10,000+",10000,17956,True,0,USD,31M,4.0 and up,Realsoft SD,http://sj.gov.sd,realsoftsd.droid@gmail.com,"Nov 29, 2016","Nov 30, 2016",Everyone,http://realsoftsd.com/privacy-policies/sudanese-jurisprudence.html,False,False,False,2021-06-16 12:48:02
Jamaican Care Packages,co.tapcart.app.id_0AYwrID9HG,Shopping,4.8,5,"1,000+",1000,1268,True,0,USD,40M,5.0 and up,Jamaican Care Packages,,help@jacarepackages.com,"Nov 20, 2019","Nov 02, 2020",Everyone,https://jacarepackages.com/pages/privacy-policy,False,False,False,2021-06-16 12:48:02
